label,location_id,feature_set_name,match_status,matched_codes,matched_descriptions,fix_command
CX-7-PK,230,zoning,resolved,CX-|CX,Commercial Mixed Use|Commercial Mixed Use,"copy_zone(230, [74417, 74445], ""CX-7-PK"", ""Commercial Mixed Use"", None)"
CX-7-SH,230,zoning,resolved,CX-|CX,Commercial Mixed Use|Commercial Mixed Use,"copy_zone(230, [74417, 74445], ""CX-7-SH"", ""Commercial Mixed Use"", None)"
DX-12,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-12"", ""Downtown Mixed Use"", None)"
DX-12-SH,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-12-SH"", ""Downtown Mixed Use"", None)"
CX-7-CU,230,zoning,resolved,CX-|CX,Commercial Mixed Use|Commercial Mixed Use,"copy_zone(230, [74417, 74445], ""CX-7-CU"", ""Commercial Mixed Use"", None)"
CX-7-PL,230,zoning,resolved,CX-|CX,Commercial Mixed Use|Commercial Mixed Use,"copy_zone(230, [74417, 74445], ""CX-7-PL"", ""Commercial Mixed Use"", None)"
DX-12-SH-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-12-SH-CU"", ""Downtown Mixed Use"", None)"
DX-12-UG,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-12-UG"", ""Downtown Mixed Use"", None)"
DX-20-UG-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-20-UG-CU"", ""Downtown Mixed Use"", None)"
DX-20-SH-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-20-SH-CU"", ""Downtown Mixed Use"", None)"
DX-12-UL,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-12-UL"", ""Downtown Mixed Use"", None)"
DX-20-UL-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-20-UL-CU"", ""Downtown Mixed Use"", None)"
DX-3-DE,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-3-DE"", ""Downtown Mixed Use"", None)"
DX-30-CU,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-30-CU"", ""Downtown Mixed Use"", None)"
DX-3,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-3"", ""Downtown Mixed Use"", None)"
DX-12-UL-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-12-UL-CU"", ""Downtown Mixed Use"", None)"
DX-20,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-20"", ""Downtown Mixed Use"", None)"
DX-20-CU,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-20-CU"", ""Downtown Mixed Use"", None)"
DX-20-SH,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-20-SH"", ""Downtown Mixed Use"", None)"
DX-12-UG-CU,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-12-UG-CU"", ""Downtown Mixed Use"", None)"
DX-20-UG,230,zoning,resolved,DX-|DX|D,Downtown Mixed Use|Downtown Mixed Use|Downtown,"copy_zone(230, [74419, 74446, 74455], ""DX-20-UG"", ""Downtown Mixed Use"", None)"
DX-3-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-3-CU"", ""Downtown Mixed Use"", None)"
DX-30-SH-CU,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-30-SH-CU"", ""Downtown Mixed Use"", None)"
DX-5,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-5"", ""Downtown Mixed Use"", None)"
DX-5-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-5-CU"", ""Downtown Mixed Use"", None)"
DX-3-UG,230,zoning,resolved,DX,Downtown Mixed Use,"copy_zone(230, [74446], ""DX-3-UG"", ""Downtown Mixed Use"", None)"
DX-5-UG,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-5-UG"", ""Downtown Mixed Use"", None)"
DX-5-UG-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-5-UG-CU"", ""Downtown Mixed Use"", None)"
DX-40-UG-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-40-UG-CU"", ""Downtown Mixed Use"", None)"
DX-4-UG,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-4-UG"", ""Downtown Mixed Use"", None)"
DX-4-SH,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-4-SH"", ""Downtown Mixed Use"", None)"
DX-40-SH-CU,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-40-SH-CU"", ""Downtown Mixed Use"", None)"
DX-3-UL,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-3-UL"", ""Downtown Mixed Use"", None)"
DX-3-UG-CU,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-3-UG-CU"", ""Downtown Mixed Use"", None)"
DX-40-SH,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-40-SH"", ""Downtown Mixed Use"", None)"
DX-5-SH,230,zoning,resolved,DX,Downtown Mixed Use,"copy_zone(230, [74446], ""DX-5-SH"", ""Downtown Mixed Use"", None)"
DX-5-UL,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-5-UL"", ""Downtown Mixed Use"", None)"
DX-40-CU,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-40-CU"", ""Downtown Mixed Use"", None)"
DX-3-SH,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-3-SH"", ""Downtown Mixed Use"", None)"
IX-4,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-4"", ""Industrial Mixed Use"", None)"
IX-3-CU,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-3-CU"", ""Industrial Mixed Use"", None)"
IX-3-PL,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-3-PL"", ""Industrial Mixed Use"", None)"
IX-3-GR,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-3-GR"", ""Industrial Mixed Use"", None)"
IX-12,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-12"", ""Industrial Mixed Use"", None)"
DX-7-UL,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-7-UL"", ""Downtown Mixed Use"", None)"
IX-3-PL-CU,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-3-PL-CU"", ""Industrial Mixed Use"", None)"
IX-3-UL-CU,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-3-UL-CU"", ""Industrial Mixed Use"", None)"
IH-CU,230,zoning,resolved,IH,Heavy Industrial,"copy_zone(230, [74425], ""IH-CU"", ""Heavy Industrial"", None)"
IX-4-CU,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-4-CU"", ""Industrial Mixed Use"", None)"
IX-3-PK,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-3-PK"", ""Industrial Mixed Use"", None)"
DX-7-UG,230,zoning,resolved,DX-|DX,Downtown Mixed Use|Downtown Mixed Use,"copy_zone(230, [74419, 74446], ""DX-7-UG"", ""Downtown Mixed Use"", None)"
IX-3-UL,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-3-UL"", ""Industrial Mixed Use"", None)"
IX-3,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-3"", ""Industrial Mixed Use"", None)"
IX-3-PK-CU,230,zoning,resolved,IX,Industrial Mixed Use,"copy_zone(230, [74447], ""IX-3-PK-CU"", ""Industrial Mixed Use"", None)"
DX-7-SH,230,zoning,resolved,DX-,Downtown Mixed Use,"copy_zone(230, [74419], ""DX-7-SH"", ""Downtown Mixed Use"", None)"
IX-5-PL,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-5-PL"", ""Industrial Mixed Use"", None)"
IX-7-PL,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-7-PL"", ""Industrial Mixed Use"", None)"
IX-4-UL,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-4-UL"", ""Industrial Mixed Use"", None)"
IX-7-UL,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-7-UL"", ""Industrial Mixed Use"", None)"
IX-4-PL-CU,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-4-PL-CU"", ""Industrial Mixed Use"", None)"
IX-5-UL,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-5-UL"", ""Industrial Mixed Use"", None)"
IX-5-CU,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-5-CU"", ""Industrial Mixed Use"", None)"
IX-7,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-7"", ""Industrial Mixed Use"", None)"
IX-5,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-5"", ""Industrial Mixed Use"", None)"
NX-3-DE,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-DE"", ""Neighborhood Mixed Use"", None)"
NX-3-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-3-CU"", ""Neighborhood Mixed Use"", None)"
IX-5-PK,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-5-PK"", ""Industrial Mixed Use"", None)"
NX-3,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3"", ""Neighborhood Mixed Use"", None)"
IX-5-UG,230,zoning,resolved,IX-|IX,Industrial Mixed Use|Industrial Mixed Use,"copy_zone(230, [74421, 74447], ""IX-5-UG"", ""Industrial Mixed Use"", None)"
NX-3-DE-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-DE-CU"", ""Neighborhood Mixed Use"", None)"
IX-4-UL-CU,230,zoning,resolved,IX-,Industrial Mixed Use,"copy_zone(230, [74421], ""IX-4-UL-CU"", ""Industrial Mixed Use"", None)"
NX-3-UL-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-3-UL-CU"", ""Neighborhood Mixed Use"", None)"
NX-4-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-4-CU"", ""Neighborhood Mixed Use"", None)"
NX-3-PL,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-3-PL"", ""Neighborhood Mixed Use"", None)"
NX-3-UG-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-3-UG-CU"", ""Neighborhood Mixed Use"", None)"
NX-3-GR-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-GR-CU"", ""Neighborhood Mixed Use"", None)"
NX-4-GR,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-4-GR"", ""Neighborhood Mixed Use"", None)"
NX-4-SH-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-4-SH-CU"", ""Neighborhood Mixed Use"", None)"
NX-3-PK,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-PK"", ""Neighborhood Mixed Use"", None)"
NX-4-SH,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-4-SH"", ""Neighborhood Mixed Use"", None)"
NX-3-GR,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-GR"", ""Neighborhood Mixed Use"", None)"
NX-3-SH,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-3-SH"", ""Neighborhood Mixed Use"", None)"
NX-4,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-4"", ""Neighborhood Mixed Use"", None)"
NX-3-UG,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-UG"", ""Neighborhood Mixed Use"", None)"
NX-3-UL,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-UL"", ""Neighborhood Mixed Use"", None)"
NX-3-PL-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-PL-CU"", ""Neighborhood Mixed Use"", None)"
NX-3-PK-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-3-PK-CU"", ""Neighborhood Mixed Use"", None)"
NX-7-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-7-CU"", ""Neighborhood Mixed Use"", None)"
NX-5-SH-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-5-SH-CU"", ""Neighborhood Mixed Use"", None)"
NX-5-UG-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-5-UG-CU"", ""Neighborhood Mixed Use"", None)"
NX-7-UL,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-7-UL"", ""Neighborhood Mixed Use"", None)"
OP-12,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-12"", ""Office Park"", None)"
NX-4-UL,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-4-UL"", ""Neighborhood Mixed Use"", None)"
NX-4-UL-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-4-UL-CU"", ""Neighborhood Mixed Use"", None)"
NX-5-UL,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-5-UL"", ""Neighborhood Mixed Use"", None)"
NX-7-PK-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-7-PK-CU"", ""Neighborhood Mixed Use"", None)"
NX-5-GR-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-5-GR-CU"", ""Neighborhood Mixed Use"", None)"
NX-7-UL-CU,230,zoning,resolved,NX-,Neighborhood Mixed Use,"copy_zone(230, [74415], ""NX-7-UL-CU"", ""Neighborhood Mixed Use"", None)"
NX-5,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-5"", ""Neighborhood Mixed Use"", None)"
NX-5-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-5-CU"", ""Neighborhood Mixed Use"", None)"
NX-7-SH-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-7-SH-CU"", ""Neighborhood Mixed Use"", None)"
NX-4-UG,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-4-UG"", ""Neighborhood Mixed Use"", None)"
NX-5-UL-CU,230,zoning,resolved,NX-|NX,Neighborhood Mixed Use|Neighborhood Mixed Use,"copy_zone(230, [74415, 74444], ""NX-5-UL-CU"", ""Neighborhood Mixed Use"", None)"
OP-4-CU,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-4-CU"", ""Office Park"", None)"
OX-12,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-12"", ""Office Mixed Use"", None)"
OP-7-GR-CU,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-7-GR-CU"", ""Office Park"", None)"
OP-3,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-3"", ""Office Park"", None)"
OP-12-CU,230,zoning,resolved,OP-,Office Park,"copy_zone(230, [74411], ""OP-12-CU"", ""Office Park"", None)"
OP-7-GR,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-7-GR"", ""Office Park"", None)"
OP-5-GR-CU,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-5-GR-CU"", ""Office Park"", None)"
OP-3-CU,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-3-CU"", ""Office Park"", None)"
OP-5-CU,230,zoning,resolved,OP-,Office Park,"copy_zone(230, [74411], ""OP-5-CU"", ""Office Park"", None)"
OP-5-PK,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-5-PK"", ""Office Park"", None)"
OP-5-GR,230,zoning,resolved,OP-,Office Park,"copy_zone(230, [74411], ""OP-5-GR"", ""Office Park"", None)"
OP-7-PL,230,zoning,resolved,OP-,Office Park,"copy_zone(230, [74411], ""OP-7-PL"", ""Office Park"", None)"
OP-3-PL,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-3-PL"", ""Office Park"", None)"
OP-5,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-5"", ""Office Park"", None)"
OP-7,230,zoning,resolved,OP-,Office Park,"copy_zone(230, [74411], ""OP-7"", ""Office Park"", None)"
OP-4-PK,230,zoning,resolved,OP-|OP,Office Park|Office Park,"copy_zone(230, [74411, 74442], ""OP-4-PK"", ""Office Park"", None)"
OX-3-DE-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-DE-CU"", ""Office Mixed Use"", None)"
OX-12-GR,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-12-GR"", ""Office Mixed Use"", None)"
OX-20-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-20-CU"", ""Office Mixed Use"", None)"
OX-3-GR,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-GR"", ""Office Mixed Use"", None)"
OX-12-UL-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-12-UL-CU"", ""Office Mixed Use"", None)"
OX-3-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-CU"", ""Office Mixed Use"", None)"
OX-3,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3"", ""Office Mixed Use"", None)"
OX-3-GP,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-GP"", ""Office Mixed Use"", None)"
OX-3-PL,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-PL"", ""Office Mixed Use"", None)"
OX-3-DE,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-DE"", ""Office Mixed Use"", None)"
OX-20-UL-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-20-UL-CU"", ""Office Mixed Use"", None)"
OX-3-GR-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-GR-CU"", ""Office Mixed Use"", None)"
OX-12-UL,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-12-UL"", ""Office Mixed Use"", None)"
OX-12-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-12-CU"", ""Office Mixed Use"", None)"
OX-3-PK,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-PK"", ""Office Mixed Use"", None)"
OX-3-PK-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-PK-CU"", ""Office Mixed Use"", None)"
OX-5,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5"", ""Office Mixed Use"", None)"
OX-5-GR,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5-GR"", ""Office Mixed Use"", None)"
OX-4-UL-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-4-UL-CU"", ""Office Mixed Use"", None)"
OX-3-UG,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-UG"", ""Office Mixed Use"", None)"
OX-4-UL,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-4-UL"", ""Office Mixed Use"", None)"
OX-3-UL-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-UL-CU"", ""Office Mixed Use"", None)"
OX-4-PL,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-4-PL"", ""Office Mixed Use"", None)"
OX-4,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-4"", ""Office Mixed Use"", None)"
OX-3-PL-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-PL-CU"", ""Office Mixed Use"", None)"
OX-4-PK,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-4-PK"", ""Office Mixed Use"", None)"
OX-5-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5-CU"", ""Office Mixed Use"", None)"
OX-4-PK-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-4-PK-CU"", ""Office Mixed Use"", None)"
OX-3-UL,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-3-UL"", ""Office Mixed Use"", None)"
OX-3-UG-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-3-UG-CU"", ""Office Mixed Use"", None)"
OX-4-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-4-CU"", ""Office Mixed Use"", None)"
OX-4-PL-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-4-PL-CU"", ""Office Mixed Use"", None)"
OX-7-PL-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-7-PL-CU"", ""Office Mixed Use"", None)"
OX-5-UG-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5-UG-CU"", ""Office Mixed Use"", None)"
OX-7-UL-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-7-UL-CU"", ""Office Mixed Use"", None)"
OX-5-UL,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5-UL"", ""Office Mixed Use"", None)"
OX-5-PK,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5-PK"", ""Office Mixed Use"", None)"
OX-5-PL,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-5-PL"", ""Office Mixed Use"", None)"
OX-5-GR-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-5-GR-CU"", ""Office Mixed Use"", None)"
OX-7-GR-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-7-GR-CU"", ""Office Mixed Use"", None)"
OX-7-UL,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-7-UL"", ""Office Mixed Use"", None)"
OX-7-SH,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-7-SH"", ""Office Mixed Use"", None)"
OX-7-CU,230,zoning,resolved,OX-,Office Mixed Use,"copy_zone(230, [74413], ""OX-7-CU"", ""Office Mixed Use"", None)"
OX-5-UL-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-5-UL-CU"", ""Office Mixed Use"", None)"
OX-7-PL,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-7-PL"", ""Office Mixed Use"", None)"
OX-7-PK-CU,230,zoning,resolved,OX-|OX|OP-|OP,Office Mixed Use|Office Mixed Use|Office Park|Office Park,"copy_zone(230, [74413, 74443, 74411, 74442], ""OX-7-PK-CU"", ""Office Mixed Use"", None)"
OX-7,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-7"", ""Office Mixed Use"", None)"
OX-5-PL-CU,230,zoning,resolved,OX-|OX,Office Mixed Use|Office Mixed Use,"copy_zone(230, [74413, 74443], ""OX-5-PL-CU"", ""Office Mixed Use"", None)"
