label,location_id,feature_set_name,match_status,matched_codes,matched_descriptions,fix_command
DTC-WAREHOUSE,595,Zoning,resolved,DTC-WARE|W—,Warehouse|Warehouse Overlay District,"copy_zone(595, [6148, 6106], ""DTC-WAREHOUSE"", ""Warehouse"", None)"
DTC-WAREHOUSE*,595,Zoning,resolved,DTC-WARE|W—,Warehouse|Warehouse Overlay District,"copy_zone(595, [6148, 6106], ""DTC-WAREHOUSE*"", ""Warehouse"", None)"
DTC-EVANS CHURCHILL WEST HP*,595,Zoning,resolved,DTC-W-EV|HP,Evans Churchill West|Historic Preservation,"copy_zone(595, [6137, 6103], ""DTC-EVANS CHURCHILL WEST HP*"", ""Evans Churchill West"", None)"
DTC-ROOSEVELT SOUTH*,595,Zoning,resolved,DTC-S-ROO,Roosevelt South,"copy_zone(595, [6145], ""DTC-ROOSEVELT SOUTH*"", ""Roosevelt South"", None)"
DTC-MCDOWELL CORRIDOR*,595,Zoning,resolved,DTC-McD|DTC-McD-1|DTC-McD-2,McDowell Corridor|McDowell Corridor 1|McDowell Corridor 2,"copy_zone(595, [6140, 6141, 6142], ""DTC-MCDOWELL CORRIDOR*"", ""McDowell Corridor"", None)"
DTC-MCDOWELL CORRIDOR HP*,595,Zoning,resolved,DTC-McD|HP,McDowell Corridor|Historic Preservation,"copy_zone(595, [6140, 6103], ""DTC-MCDOWELL CORRIDOR HP*"", ""McDowell Corridor"", None)"
DTC-TOWNSEND PARK*,595,Zoning,resolved,DTC-TwnPk,Townsend Park,"copy_zone(595, [6146], ""DTC-TOWNSEND PARK*"", ""Townsend Park"", None)"
DTC-ROOSEVELT NORTH HP*,595,Zoning,resolved,DTC-ROOS|HP,Roosevelt North|Historic Preservation,"copy_zone(595, [6144, 6103], ""DTC-ROOSEVELT NORTH HP*"", ""Roosevelt North"", None)"
DTC-ROOSEVELT EAST HP*,595,Zoning,resolved,DTC-E-ROO|HP,Roosevelt East|Historic Preservation,"copy_zone(595, [6143, 6103], ""DTC-ROOSEVELT EAST HP*"", ""Roosevelt East"", None)"
IND.PK. *,595,Zoning,resolved,IND.PK,Industrial Park,"copy_zone(595, [6064], ""IND.PK. *"", ""Industrial Park"", None)"
"I-2,IND-3",595,Zoning,not_found_zone,,,"insert_zone(595, ""I-2,IND-3"", ""I-2,IND-3"")"
FH*,595,Zoning,resolved,FH,Flood Hazard and Erosion Management District,"copy_zone(595, [6116], ""FH*"", ""Flood Hazard and Erosion Management District"", None)"
IND.PK.,595,Zoning,resolved,IND.PK,Industrial Park,"copy_zone(595, [6064], ""IND.PK."", ""Industrial Park"", None)"
IND.PK. PCD*,595,Zoning,resolved,IND.PK|PCD,Industrial Park|Planned Community District,"copy_zone(595, [6064, 6094], ""IND.PK. PCD*"", ""Industrial Park"", None)"
IND-3,595,Zoning,not_found_zone,,,"insert_zone(595, ""IND-3"", ""IND-3"")"
IND.PK.*,595,Zoning,resolved,IND.PK,Industrial Park,"copy_zone(595, [6064], ""IND.PK.*"", ""Industrial Park"", None)"
GID,595,Zoning,not_found_zone,,,"insert_zone(595, ""GID"", ""GID"")"
I-1,595,Zoning,not_found_zone,,,"insert_zone(595, ""I-1"", ""I-1"")"
IND. PK.,595,Zoning,resolved,IND.PK,Industrial Park,"copy_zone(595, [6064], ""IND. PK."", ""Industrial Park"", None)"
"I-1,I-P",595,Zoning,not_found_zone,,,"insert_zone(595, ""I-1,I-P"", ""I-1,I-P"")"
IND-2,595,Zoning,not_found_zone,,,"insert_zone(595, ""IND-2"", ""IND-2"")"
IND-1,595,Zoning,not_found_zone,,,"insert_zone(595, ""IND-1"", ""IND-1"")"
I,595,Zoning,not_found_zone,,,"insert_zone(595, ""I"", ""I"")"
GC*,595,Zoning,resolved,GC|GCP,Golf Course District|Commerce Park District General Commerce Park,"copy_zone(595, [6100, 6086], ""GC*"", ""Golf Course District"", None)"
DTC-WAREHOUSE HP*,595,Zoning,resolved,HP|W—|DTC-WARE,Historic Preservation|Warehouse Overlay District|Warehouse,"copy_zone(595, [6103, 6106, 6148], ""DTC-WAREHOUSE HP*"", ""Historic Preservation"", None)"
P-1*,595,Zoning,resolved,P-1,"Parking District—Passenger Automobile Parking, Limited","copy_zone(595, [6098], ""P-1*"", ""Parking District—Passenger Automobile Parking, Limited"", None)"
OS,595,Zoning,not_found_zone,,,"insert_zone(595, ""OS"", ""OS"")"
P-2*,595,Zoning,resolved,P-2,Parking,"copy_zone(595, [6099], ""P-2*"", ""Parking"", None)"
"P-1*,R-5",595,Zoning,resolved,P-1|R-5,"Parking District—Passenger Automobile Parking, Limited|MultiFamily Residence District—Restricted Commercial","copy_zone(595, [6098, 6057], ""P-1*,R-5"", ""Parking District—Passenger Automobile Parking, Limited"", None)"
"IND.PK.*,R-3",595,Zoning,resolved,IND.PK|R-3,Industrial Park|MultiFamily Residence District,"copy_zone(595, [6064, 6054], ""IND.PK.*,R-3"", ""Industrial Park"", None)"
MUA*,595,Zoning,resolved,MUA,Mixed Use Agricultural District,"copy_zone(595, [6108], ""MUA*"", ""Mixed Use Agricultural District"", None)"
"IND.PK.,R1-8",595,Zoning,resolved,IND.PK|R1-8,Industrial Park|Single-Family Residence District,"copy_zone(595, [6064, 6077], ""IND.PK.,R1-8"", ""Industrial Park"", None)"
"IND.PK.,R1-6",595,Zoning,resolved,IND.PK|R1-6,Industrial Park|Single-Family Residence District,"copy_zone(595, [6064, 6078], ""IND.PK.,R1-6"", ""Industrial Park"", None)"
PAD-10*,595,Zoning,resolved,PAD-10,Planned Area Development 10,"copy_zone(595, [6158], ""PAD-10*"", ""Planned Area Development 10"", None)"
"IND.PK.,PUD*",595,Zoning,resolved,IND.PK|PUD,Industrial Park|Planned Unit Development,"copy_zone(595, [6064, 6129], ""IND.PK.,PUD*"", ""Industrial Park"", None)"
IND.PK. SP*,595,Zoning,resolved,IND.PK,Industrial Park,"copy_zone(595, [6064], ""IND.PK. SP*"", ""Industrial Park"", None)"
M-2,595,Zoning,not_found_zone,,,"insert_zone(595, ""M-2"", ""M-2"")"
"M-M,R-3",595,Zoning,resolved,R-3,MultiFamily Residence District,"copy_zone(595, [6054], ""M-M,R-3"", ""MultiFamily Residence District"", None)"
M-H,595,Zoning,not_found_zone,,,"insert_zone(595, ""M-H"", ""M-H"")"
M-1,595,Zoning,not_found_zone,,,"insert_zone(595, ""M-1"", ""M-1"")"
MU-3,595,Zoning,resolved,MUA,Mixed Use Agricultural District,"copy_zone(595, [6108], ""MU-3"", ""Mixed Use Agricultural District"", None)"
"PAD-8,R1-6",595,Zoning,resolved,PAD-8|R1-6,Planned Area Development 8|Single-Family Residence District,"copy_zone(595, [6156, 6078], ""PAD-8,R1-6"", ""Planned Area Development 8"", None)"
PAD-12*,595,Zoning,resolved,PAD-12,Planned Area Development 12,"copy_zone(595, [6160], ""PAD-12*"", ""Planned Area Development 12"", None)"
"PAD-15,R1-6",595,Zoning,resolved,PAD-15|R1-6,Planned Area Development 15|Single-Family Residence District,"copy_zone(595, [6163, 6078], ""PAD-15,R1-6"", ""Planned Area Development 15"", None)"
"PAD-10*,R1-6",595,Zoning,resolved,PAD-10|R1-6,Planned Area Development 10|Single-Family Residence District,"copy_zone(595, [6158, 6078], ""PAD-10*,R1-6"", ""Planned Area Development 10"", None)"
PAD-7*,595,Zoning,resolved,PAD-7,Planned Area Development 7,"copy_zone(595, [6155], ""PAD-7*"", ""Planned Area Development 7"", None)"
PAD-6*,595,Zoning,resolved,PAD-6,Planned Area Development 6,"copy_zone(595, [6154], ""PAD-6*"", ""Planned Area Development 6"", None)"
"PAD-14*,R1-6",595,Zoning,resolved,PAD-14|R1-6,Planned Area Development 14|Single-Family Residence District,"copy_zone(595, [6162, 6078], ""PAD-14*,R1-6"", ""Planned Area Development 14"", None)"
PAD-13*,595,Zoning,resolved,PAD-13,Planned Area Development 13,"copy_zone(595, [6161], ""PAD-13*"", ""Planned Area Development 13"", None)"
PAD-11*,595,Zoning,resolved,PAD-11,Planned Area Development 11,"copy_zone(595, [6159], ""PAD-11*"", ""Planned Area Development 11"", None)"
"PAD-10,R1-6",595,Zoning,resolved,PAD-10|R1-6,Planned Area Development 10|Single-Family Residence District,"copy_zone(595, [6158, 6078], ""PAD-10,R1-6"", ""Planned Area Development 10"", None)"
PAD-8*,595,Zoning,resolved,PAD-8,Planned Area Development 8,"copy_zone(595, [6156], ""PAD-8*"", ""Planned Area Development 8"", None)"
PAD-5*,595,Zoning,resolved,PAD-5,Planned Area Development 5,"copy_zone(595, [6153], ""PAD-5*"", ""Planned Area Development 5"", None)"
"PAD-14,R1-6",595,Zoning,resolved,R1-6|PAD-14,Single-Family Residence District|Planned Area Development 14,"copy_zone(595, [6078, 6162], ""PAD-14,R1-6"", ""Single-Family Residence District"", None)"
PAD-14*,595,Zoning,resolved,PAD-14,Planned Area Development 14,"copy_zone(595, [6162], ""PAD-14*"", ""Planned Area Development 14"", None)"
PAD-3*,595,Zoning,resolved,PAD|PAD-3,Planned Area Development|Planned Area Development 3,"copy_zone(595, [6093, 6151], ""PAD-3*"", ""Planned Area Development"", None)"
PAD-15*,595,Zoning,resolved,PAD|PAD-1|PAD-15,Planned Area Development|Planned Area Development 1|Planned Area Development 15,"copy_zone(595, [6093, 6149, 6163], ""PAD-15*"", ""Planned Area Development"", None)"
"PAD-9,R1-6",595,Zoning,resolved,PAD-9|R1-6,Planned Area Development 9|Single-Family Residence District,"copy_zone(595, [6157, 6078], ""PAD-9,R1-6"", ""Planned Area Development 9"", None)"
PSC*,595,Zoning,resolved,PSC,Planned Shopping Center District,"copy_zone(595, [6096], ""PSC*"", ""Planned Shopping Center District"", None)"
"PAD,R1-6",595,Zoning,resolved,PAD|R1-6,Planned Area Development|Single-Family Residence District,"copy_zone(595, [6093, 6078], ""PAD,R1-6"", ""Planned Area Development"", None)"
"PAD,R1-8",595,Zoning,resolved,PAD|R1-8,Planned Area Development|Single-Family Residence District,"copy_zone(595, [6093, 6077], ""PAD,R1-8"", ""Planned Area Development"", None)"
"PAD,R1-10*",595,Zoning,resolved,PAD|R1-10,Planned Area Development|Single-Family Residence District,"copy_zone(595, [6093, 6076], ""PAD,R1-10*"", ""Planned Area Development"", None)"
"PCD*,R-2 PCD*",595,Zoning,resolved,PCD|R-2,Planned Community District|MultiFamily Residence District,"copy_zone(595, [6094, 6053], ""PCD*,R-2 PCD*"", ""Planned Community District"", None)"
"PCD,R1-8 PRD*",595,Zoning,resolved,PCD|R1-8,Planned Community District|Single-Family Residence District,"copy_zone(595, [6094, 6077], ""PCD,R1-8 PRD*"", ""Planned Community District"", None)"
PAD-MD,595,Zoning,resolved,PAD,Planned Area Development,"copy_zone(595, [6093], ""PAD-MD"", ""Planned Area Development"", None)"
PCD*,595,Zoning,resolved,PCD|PC,Planned Community District|Planned Community District,"copy_zone(595, [6094, 6095], ""PCD*"", ""Planned Community District"", None)"
"PCD*,R1-6*",595,Zoning,resolved,PCD|R1-6,Planned Community District|Single-Family Residence District,"copy_zone(595, [6094, 6078], ""PCD*,R1-6*"", ""Planned Community District"", None)"
PCP,595,Zoning,resolved,PC,Planned Community District,"copy_zone(595, [6095], ""PCP"", ""Planned Community District"", None)"
"PAD,S-1",595,Zoning,resolved,PAD|PAD-1|PAD-2|PAD-3|PAD-4|PAD-5|PAD-6|PAD-7|PAD-8|PAD-9|PAD-10|PAD-11|PAD-12|PAD-13|PAD-14|PAD-15|S-1,Planned Area Development|Planned Area Development 1|Planned Area Development 2|Planned Area Development 3|Planned Area Development 4|Planned Area Development 5|Planned Area Development 6|Planned Area Development 7|Planned Area Development 8|Planned Area Development 9|Planned Area Development 10|Planned Area Development 11|Planned Area Development 12|Planned Area Development 13|Planned Area Development 14|Planned Area Development 15|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6093, 6149, 6150, 6151, 6152, 6153, 6154, 6155, 6156, 6157, 6158, 6159, 6160, 6161, 6162, 6163, 6069], ""PAD,S-1"", ""Planned Area Development"", None)"
PCP/AMU,595,Zoning,resolved,PC,Planned Community District,"copy_zone(595, [6095], ""PCP/AMU"", ""Planned Community District"", None)"
PAD-9*,595,Zoning,resolved,PAD-9|PAD,Planned Area Development 9|Planned Area Development,"copy_zone(595, [6157, 6093], ""PAD-9*"", ""Planned Area Development 9"", None)"
"PAD,R1-8 PRD*",595,Zoning,resolved,R1-8|PAD,Single-Family Residence District|Planned Area Development,"copy_zone(595, [6077, 6093], ""PAD,R1-8 PRD*"", ""Single-Family Residence District"", None)"
PCC-1,595,Zoning,resolved,C-1|PC,Commercial District—Neighborhood Retail|Planned Community District,"copy_zone(595, [6061, 6095], ""PCC-1"", ""Commercial District—Neighborhood Retail"", None)"
"PUD*,RE-35",595,Zoning,resolved,PUD|RE-35,Planned Unit Development|Single-Family Residence District,"copy_zone(595, [6129, 6074], ""PUD*,RE-35"", ""Planned Unit Development"", None)"
"PUD*,R1-10*",595,Zoning,resolved,PUD|R1-10,Planned Unit Development|Single-Family Residence District,"copy_zone(595, [6129, 6076], ""PUD*,R1-10*"", ""Planned Unit Development"", None)"
"PUD*,RSC",595,Zoning,resolved,PUD|RSC,Planned Unit Development|Regional Shopping Center District,"copy_zone(595, [6129, 6097], ""PUD*,RSC"", ""Planned Unit Development"", None)"
R1-10*,595,Zoning,resolved,R1-10,Single-Family Residence District,"copy_zone(595, [6076], ""R1-10*"", ""Single-Family Residence District"", None)"
"R1-10,R1-6",595,Zoning,resolved,R1-10|R1-6,Single-Family Residence District|Single-Family Residence District,"copy_zone(595, [6076, 6078], ""R1-10,R1-6"", ""Single-Family Residence District"", None)"
PUD*,595,Zoning,resolved,PUD,Planned Unit Development,"copy_zone(595, [6129], ""PUD*"", ""Planned Unit Development"", None)"
"R1-10,R1-6*",595,Zoning,resolved,R1-10|R1-6,Single-Family Residence District|Single-Family Residence District,"copy_zone(595, [6076, 6078], ""R1-10,R1-6*"", ""Single-Family Residence District"", None)"
"PUD,R-3",595,Zoning,resolved,R-3|PUD,MultiFamily Residence District|Planned Unit Development,"copy_zone(595, [6054, 6129], ""PUD,R-3"", ""MultiFamily Residence District"", None)"
"PUD*,RE-35*",595,Zoning,resolved,RE-35|PUD,Single-Family Residence District|Planned Unit Development,"copy_zone(595, [6074, 6129], ""PUD*,RE-35*"", ""Single-Family Residence District"", None)"
"PSC,R1-6",595,Zoning,resolved,PSC|R1-6,Planned Shopping Center District|Single-Family Residence District,"copy_zone(595, [6096, 6078], ""PSC,R1-6"", ""Planned Shopping Center District"", None)"
"R1-10*,R1-6*",595,Zoning,resolved,R1-10|R1-6,Single-Family Residence District|Single-Family Residence District,"copy_zone(595, [6076, 6078], ""R1-10*,R1-6*"", ""Single-Family Residence District"", None)"
"R1-10,R1-10*",595,Zoning,resolved,R1-10,Single-Family Residence District,"copy_zone(595, [6076], ""R1-10,R1-10*"", ""Single-Family Residence District"", None)"
"R1-10*,R1-14",595,Zoning,resolved,R1-14|R1-10,Residential District—One Family Residence|Single-Family Residence District,"copy_zone(595, [6073, 6076], ""R1-10*,R1-14"", ""Residential District—One Family Residence"", None)"
"PUD*,R1-6",595,Zoning,resolved,PUD|R1-6,Planned Unit Development|Single-Family Residence District,"copy_zone(595, [6129, 6078], ""PUD*,R1-6"", ""Planned Unit Development"", None)"
"R-10,R1-10",595,Zoning,resolved,R1-10,Single-Family Residence District,"copy_zone(595, [6076], ""R-10,R1-10"", ""Single-Family Residence District"", None)"
PSCOD*,595,Zoning,resolved,PSCOD,Planned Shopping Center Overlay District,"copy_zone(595, [6121], ""PSCOD*"", ""Planned Shopping Center Overlay District"", None)"
R1-18*,595,Zoning,resolved,R1-18,Single-Family Residence District,"copy_zone(595, [6075], ""R1-18*"", ""Single-Family Residence District"", None)"
R1-6*,595,Zoning,resolved,R1-6,Single-Family Residence District,"copy_zone(595, [6078], ""R1-6*"", ""Single-Family Residence District"", None)"
"R1-18,R1-6",595,Zoning,resolved,R1-18|R1-6,Single-Family Residence District|Single-Family Residence District,"copy_zone(595, [6075, 6078], ""R1-18,R1-6"", ""Single-Family Residence District"", None)"
"R1-6,S-1",595,Zoning,resolved,R1-6|S-1,Single-Family Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6078, 6069], ""R1-6,S-1"", ""Single-Family Residence District"", None)"
R1-43,595,Zoning,not_found_zone,,,"insert_zone(595, ""R1-43"", ""R1-43"")"
R1-14*,595,Zoning,resolved,R1-14,Residential District—One Family Residence,"copy_zone(595, [6073], ""R1-14*"", ""Residential District—One Family Residence"", None)"
"R1-6,S-1*",595,Zoning,resolved,R1-6|S-1,Single-Family Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6078, 6069], ""R1-6,S-1*"", ""Single-Family Residence District"", None)"
"R1-6,R1-8",595,Zoning,resolved,R1-6|R1-8,Single-Family Residence District|Single-Family Residence District,"copy_zone(595, [6078, 6077], ""R1-6,R1-8"", ""Single-Family Residence District"", None)"
"R1-6,SR-17",595,Zoning,resolved,R1-6,Single-Family Residence District,"copy_zone(595, [6078], ""R1-6,SR-17"", ""Single-Family Residence District"", None)"
"R1-10,R1-8 PRD*",595,Zoning,resolved,R1-10|R1-8,Single-Family Residence District|Single-Family Residence District,"copy_zone(595, [6076, 6077], ""R1-10,R1-8 PRD*"", ""Single-Family Residence District"", None)"
"R1-10*,S-1",595,Zoning,resolved,R1-10|S-1,Single-Family Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6076, 6069], ""R1-10*,S-1"", ""Single-Family Residence District"", None)"
R1-7,595,Zoning,not_found_zone,,,"insert_zone(595, ""R1-7"", ""R1-7"")"
R1-35,595,Zoning,not_found_zone,,,"insert_zone(595, ""R1-35"", ""R1-35"")"
R1-4,595,Zoning,not_found_zone,,,"insert_zone(595, ""R1-4"", ""R1-4"")"
R1-5,595,Zoning,not_found_zone,,,"insert_zone(595, ""R1-5"", ""R1-5"")"
"R1-6,R1-6 SP*",595,Zoning,resolved,R1-6|SPD,Single-Family Residence District|North Central Avenue Special Planning District Overlay,"copy_zone(595, [6078, 6125], ""R1-6,R1-6 SP*"", ""Single-Family Residence District"", None)"
"R1-8,RE-43",595,Zoning,resolved,R1-8|RE-43,Single-Family Residence District|Residential Estate District—One Family Residence,"copy_zone(595, [6077, 6071], ""R1-8,RE-43"", ""Single-Family Residence District"", None)"
"R-2,R1-6",595,Zoning,resolved,R-2|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6053, 6078], ""R-2,R1-6"", ""MultiFamily Residence District"", None)"
R-2*,595,Zoning,resolved,R-2,MultiFamily Residence District,"copy_zone(595, [6053], ""R-2*"", ""MultiFamily Residence District"", None)"
"R-2*,RE-43",595,Zoning,resolved,R-2|RE-43,MultiFamily Residence District|Residential Estate District—One Family Residence,"copy_zone(595, [6053, 6071], ""R-2*,RE-43"", ""MultiFamily Residence District"", None)"
"R1-8*,S-1",595,Zoning,resolved,R1-8|S-1,Single-Family Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6077, 6069], ""R1-8*,S-1"", ""Single-Family Residence District"", None)"
"R-35,RE-35",595,Zoning,resolved,RE-35,Single-Family Residence District,"copy_zone(595, [6074], ""R-35,RE-35"", ""Single-Family Residence District"", None)"
R1-8*,595,Zoning,resolved,R1-8,Single-Family Residence District,"copy_zone(595, [6077], ""R1-8*"", ""Single-Family Residence District"", None)"
R-175,595,Zoning,not_found_zone,,,"insert_zone(595, ""R-175"", ""R-175"")"
"R1-8,R1-8 PCD*",595,Zoning,resolved,R1-8|PCD,Single-Family Residence District|Planned Community District,"copy_zone(595, [6077, 6094], ""R1-8,R1-8 PCD*"", ""Single-Family Residence District"", None)"
"R-2*,R1-10",595,Zoning,resolved,R-2|R1-10,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6053, 6076], ""R-2*,R1-10"", ""MultiFamily Residence District"", None)"
"R1-8,S-1*",595,Zoning,resolved,S-1|R1-8,Suburban District—Ranch or Farm Residence|Single-Family Residence District,"copy_zone(595, [6069, 6077], ""R1-8,S-1*"", ""Suburban District—Ranch or Farm Residence"", None)"
"R-18,R1-18",595,Zoning,resolved,R1-18,Single-Family Residence District,"copy_zone(595, [6075], ""R-18,R1-18"", ""Single-Family Residence District"", None)"
"R-2*,R1-6",595,Zoning,resolved,R-2|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6053, 6078], ""R-2*,R1-6"", ""MultiFamily Residence District"", None)"
R-3*,595,Zoning,resolved,R-3,MultiFamily Residence District,"copy_zone(595, [6054], ""R-3*"", ""MultiFamily Residence District"", None)"
R-35,595,Zoning,resolved,R-3,MultiFamily Residence District,"copy_zone(595, [6054], ""R-35"", ""MultiFamily Residence District"", None)"
"R-35,R1-35",595,Zoning,resolved,R-3,MultiFamily Residence District,"copy_zone(595, [6054], ""R-35,R1-35"", ""MultiFamily Residence District"", None)"
"R-3,R-5",595,Zoning,resolved,R-3|R-5,MultiFamily Residence District|MultiFamily Residence District—Restricted Commercial,"copy_zone(595, [6054, 6057], ""R-3,R-5"", ""MultiFamily Residence District"", None)"
"R-3,R-3A",595,Zoning,resolved,R-3|R-3A,MultiFamily Residence District|MultiFamily Residence District,"copy_zone(595, [6054, 6055], ""R-3,R-3A"", ""MultiFamily Residence District"", None)"
"R-3,R1-10",595,Zoning,resolved,R-3|R1-10,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6054, 6076], ""R-3,R1-10"", ""MultiFamily Residence District"", None)"
R-3A*,595,Zoning,resolved,R-3A,MultiFamily Residence District,"copy_zone(595, [6055], ""R-3A*"", ""MultiFamily Residence District"", None)"
"R-3,R1-6",595,Zoning,resolved,R-3|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6054, 6078], ""R-3,R1-6"", ""MultiFamily Residence District"", None)"
"R-3*,RE-35",595,Zoning,resolved,R-3|RE-35,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6054, 6074], ""R-3*,RE-35"", ""MultiFamily Residence District"", None)"
"R-3,R-3A*",595,Zoning,resolved,R-3|R-3A,MultiFamily Residence District|MultiFamily Residence District,"copy_zone(595, [6054, 6055], ""R-3,R-3A*"", ""MultiFamily Residence District"", None)"
R-4*,595,Zoning,resolved,R-4,MultiFamily Residence District,"copy_zone(595, [6056], ""R-4*"", ""MultiFamily Residence District"", None)"
"R-3*,RE-43",595,Zoning,resolved,R-3|R-3A|RE-43,MultiFamily Residence District|MultiFamily Residence District|Residential Estate District—One Family Residence,"copy_zone(595, [6054, 6055, 6071], ""R-3*,RE-43"", ""MultiFamily Residence District"", None)"
"R-3A*,R1-6",595,Zoning,resolved,R-3A|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6055, 6078], ""R-3A*,R1-6"", ""MultiFamily Residence District"", None)"
"R-3*,S-1",595,Zoning,resolved,R-3|S-1,MultiFamily Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6054, 6069], ""R-3*,S-1"", ""MultiFamily Residence District"", None)"
"R-43,RU-43",595,Zoning,not_found_zone,,,"insert_zone(595, ""R-43,RU-43"", ""R-43,RU-43"")"
"R-3,R1-8",595,Zoning,resolved,R-3|R1-8,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6054, 6077], ""R-3,R1-8"", ""MultiFamily Residence District"", None)"
"R-3*,R1-6",595,Zoning,resolved,R-3|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6054, 6078], ""R-3*,R1-6"", ""MultiFamily Residence District"", None)"
R-43,595,Zoning,resolved,R-4,MultiFamily Residence District,"copy_zone(595, [6056], ""R-43"", ""MultiFamily Residence District"", None)"
"R-3,R-3 SP*",595,Zoning,resolved,R-3|SPD,MultiFamily Residence District|North Central Avenue Special Planning District Overlay,"copy_zone(595, [6054, 6125], ""R-3,R-3 SP*"", ""MultiFamily Residence District"", None)"
"R-4A,R1-8",595,Zoning,resolved,R-4A|R1-8,Residential District—MultiFamily Residence—General|Single-Family Residence District,"copy_zone(595, [6058, 6077], ""R-4A,R1-8"", ""Residential District—MultiFamily Residence—General"", None)"
"RE-35,S-1",595,Zoning,resolved,RE-35|S-1,Single-Family Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6074, 6069], ""RE-35,S-1"", ""Single-Family Residence District"", None)"
"R-8,R1-8",595,Zoning,resolved,R1-8,Single-Family Residence District,"copy_zone(595, [6077], ""R-8,R1-8"", ""Single-Family Residence District"", None)"
"R-4,R1-6",595,Zoning,resolved,R-4|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6056, 6078], ""R-4,R1-6"", ""MultiFamily Residence District"", None)"
R-5*,595,Zoning,resolved,R-5,MultiFamily Residence District—Restricted Commercial,"copy_zone(595, [6057], ""R-5*"", ""MultiFamily Residence District—Restricted Commercial"", None)"
"R-4A*,R1-6",595,Zoning,resolved,R-4A|R1-6,Residential District—MultiFamily Residence—General|Single-Family Residence District,"copy_zone(595, [6058, 6078], ""R-4A*,R1-6"", ""Residential District—MultiFamily Residence—General"", None)"
RE-43*,595,Zoning,resolved,RE-43,Residential Estate District—One Family Residence,"copy_zone(595, [6071], ""RE-43*"", ""Residential Estate District—One Family Residence"", None)"
RE-24*,595,Zoning,resolved,RE-24,Residential Estate District—One Family Residence,"copy_zone(595, [6072], ""RE-24*"", ""Residential Estate District—One Family Residence"", None)"
RE-35*,595,Zoning,resolved,RE-35,Single-Family Residence District,"copy_zone(595, [6074], ""RE-35*"", ""Single-Family Residence District"", None)"
"R-5,R1-6",595,Zoning,resolved,R-5|R1-6,MultiFamily Residence District—Restricted Commercial|Single-Family Residence District,"copy_zone(595, [6057, 6078], ""R-5,R1-6"", ""MultiFamily Residence District—Restricted Commercial"", None)"
"RE-35,RE-43*",595,Zoning,resolved,RE-35|RE-43,Single-Family Residence District|Residential Estate District—One Family Residence,"copy_zone(595, [6074, 6071], ""RE-35,RE-43*"", ""Single-Family Residence District"", None)"
R-4A*,595,Zoning,resolved,R-4A,Residential District—MultiFamily Residence—General,"copy_zone(595, [6058], ""R-4A*"", ""Residential District—MultiFamily Residence—General"", None)"
"RE-35*,S-1",595,Zoning,resolved,RE-35|S-1,Single-Family Residence District|Suburban District—Ranch or Farm Residence,"copy_zone(595, [6074, 6069], ""RE-35*,S-1"", ""Single-Family Residence District"", None)"
R-4R,595,Zoning,resolved,R-4,MultiFamily Residence District,"copy_zone(595, [6056], ""R-4R"", ""MultiFamily Residence District"", None)"
"R-6,R1-6",595,Zoning,resolved,R1-6,Single-Family Residence District,"copy_zone(595, [6078], ""R-6,R1-6"", ""Single-Family Residence District"", None)"
"R-4*,R1-6",595,Zoning,resolved,R-4|R1-6,MultiFamily Residence District|Single-Family Residence District,"copy_zone(595, [6056, 6078], ""R-4*,R1-6"", ""MultiFamily Residence District"", None)"
"R-O*,R1-6",595,Zoning,resolved,R-O|R1-6,Residential Office District—Restricted Commercial|Single-Family Residence District,"copy_zone(595, [6059, 6078], ""R-O*,R1-6"", ""Residential Office District—Restricted Commercial"", None)"
"RE-43,SR-43",595,Zoning,resolved,RE-43,Residential Estate District—One Family Residence,"copy_zone(595, [6071], ""RE-43,SR-43"", ""Residential Estate District—One Family Residence"", None)"
R-O*,595,Zoning,resolved,R-O,Residential Office District—Restricted Commercial,"copy_zone(595, [6059], ""R-O*"", ""Residential Office District—Restricted Commercial"", None)"
RR-45,595,Zoning,not_found_zone,,,"insert_zone(595, ""RR-45"", ""RR-45"")"
S-1*,595,Zoning,resolved,S-1,Suburban District—Ranch or Farm Residence,"copy_zone(595, [6069], ""S-1*"", ""Suburban District—Ranch or Farm Residence"", None)"
